,area,mean,major_axis,minor_axis
0,556.0,107.30395683453237,41.258571816086025,20.149282669705208
1,129.0,81.81395348837209,14.139988244286322,11.784441583764957
2,117.0,65.91452991452991,17.56838496498275,9.017492885603325
3,409.0,84.40097799511003,26.890125943126773,20.19258237532653
4,106.0,77.82075471698113,20.732425321854247,6.878537612223925
5,332.0,101.08132530120481,24.874485311782184,17.02444599904024
6,180.0,72.40555555555555,24.694203385776145,9.41180100481665
7,304.0,68.8092105263158,35.148979176237084,12.662130968063204
8,177.0,59.48022598870057,19.558005322829153,11.580473436216142
9,107.0,57.96261682242991,15.23162481790132,8.961347811017458
10,321.0,90.17133956386293,22.835237958705786,17.938618516754136
11,314.0,65.14331210191082,30.172742622651423,13.723282104115768
12,342.0,74.91812865497076,35.81965833623252,12.911713472357327
13,257.0,57.43968871595331,25.725603554611975,12.795276396722263
14,194.0,77.82474226804123,23.30811355731056,10.635547936838336
15,87.0,59.87356321839081,14.211933382585336,7.826536015636311
16,273.0,104.24175824175825,25.11514846032975,13.948954496850806
17,174.0,71.36781609195403,23.28945434793748,9.671089521703877
18,251.0,78.10756972111554,23.41216367496112,13.858405915543344
19,237.0,88.16033755274262,21.936515221203646,13.852785399247141
20,128.0,64.96875,17.114255751911536,9.791962188226778
21,134.0,76.32089552238806,16.100031850299832,10.660120136313914
22,269.0,77.46468401486989,21.460920081720737,16.251491912191643
23,221.0,83.80090497737557,21.332297267241206,13.32989374443345
24,127.0,64.64566929133858,13.901718430338827,11.646649753814584
25,230.0,67.50869565217391,24.143598521907567,12.143449311789043
26,230.0,72.6,24.22512532379162,12.197071707794366
27,275.0,85.47272727272727,22.62217534301604,15.620782488715296
28,272.0,74.01470588235294,21.682326389702435,16.065023609571455
29,170.0,58.36470588235294,20.527285186142553,10.6917153637592
30,606.0,58.59240924092409,49.377608641187464,19.05485856676437
31,139.0,66.4748201438849,20.039204509282555,8.891083651629346
32,212.0,73.47169811320755,22.450038308518458,12.19425869536123
33,149.0,74.64429530201342,16.51860103300981,11.49538527462763
34,112.0,58.24107142857143,16.008099569576988,8.91082139684257
35,203.0,72.67980295566502,22.806014055289992,11.453500452061384
36,139.0,63.45323741007194,19.13463139840777,9.33803718895136
37,109.0,67.19266055045871,12.86934779776477,10.821937775754
38,244.0,83.06557377049181,20.908224399747677,14.922513588155427
39,126.0,61.03968253968254,16.234524743265347,9.904191821252358
40,219.0,70.01369863013699,21.75839404726223,12.917811873424089
41,181.0,87.28729281767956,18.147206149816565,12.716892442217867
42,95.0,55.38947368421053,14.90092538430396,8.39437131551962
43,152.0,70.88157894736842,17.925842656924054,11.164504444848232
44,136.0,61.31617647058823,19.688082583704574,8.958892627909156
45,217.0,82.29493087557604,20.502101362433528,13.508394647818143
46,190.0,85.91052631578947,19.645251854351187,12.524335616159554
47,234.0,91.7991452991453,20.701169899046985,14.390962945554504
48,147.0,63.36054421768708,16.91026369458222,11.078712805422272
49,123.0,69.34146341463415,16.580303676551413,9.445391210247774
50,176.0,75.75568181818181,19.3548990330239,11.616859148638307
51,160.0,66.3125,14.418477952463345,14.12212337201203
52,170.0,52.78235294117647,19.614112092978917,11.13804996294542
53,165.0,68.16969696969697,18.35382643946293,11.492204125965698
54,224.0,87.51339285714286,19.654196232380635,14.588855354725943
55,200.0,83.165,18.809556373034827,13.587957501023661
56,215.0,69.92558139534884,17.864541363396086,15.434565755768073
57,171.0,67.78947368421052,17.31793491514999,12.629459236213295
58,245.0,90.13061224489796,22.20035867095485,14.119213440099657
59,185.0,70.63243243243244,17.043851040878856,13.878919092134613
60,207.0,72.79227053140097,25.05272658013154,10.762040160606121
61,170.0,64.36470588235294,20.83783954216585,10.498314923135515
62,317.0,102.49526813880126,24.20043489679884,16.679837745247852
63,209.0,90.79425837320574,19.26074179716166,13.999105269156404
64,220.0,66.3,22.513697038687702,12.57419202789255
65,264.0,65.52651515151516,22.688062589058323,14.8655816098047
66,166.0,69.29518072289157,18.479608719697996,11.468452377386066
67,162.0,83.91358024691358,17.408660452824204,11.866848594909428
68,269.0,81.17100371747212,27.01300719067677,12.766252423865646
69,212.0,80.23113207547169,21.182506858327482,12.939608907096355
70,205.0,96.46829268292683,21.24656214859655,12.326034564986188
71,153.0,66.85620915032679,14.720544568934153,13.242043033290695
72,123.0,76.14634146341463,15.945480147399602,9.883977669821208
73,223.0,80.76233183856502,18.812819358166056,15.12416938140806
74,258.0,79.68604651162791,23.120795172692784,14.261706083927779
75,207.0,61.01932367149758,22.471570143775647,11.761257955005727
76,252.0,97.91269841269842,23.735548412958376,13.608411784323517
77,188.0,69.65425531914893,18.513074575205543,12.938317783109095
78,185.0,80.97297297297297,21.9536912887979,10.796437597677391
79,198.0,64.14646464646465,19.988822773068485,12.73137939038246
80,327.0,66.49235474006116,34.725455846317885,14.221362782820494
81,504.0,85.90873015873017,44.51187317787748,15.637008137608024
82,281.0,91.9644128113879,20.455202230783364,17.69748479179404
83,238.0,96.03361344537815,23.459368371851752,12.933533271797039
84,116.0,66.07758620689656,13.124596850659787,11.291221704974422
