,area,mean,major_axis,minor_axis
82,305.0,83.82295081967213,29.29354121195991,13.928546661040805
83,254.0,128.48425196850394,23.196549474758093,13.970441616906495
84,204.0,110.00980392156863,23.53555390664454,11.110540033987409
85,170.0,94.34117647058824,21.201280471962782,10.276157295960155
86,210.0,121.99047619047619,21.372633709930305,12.550083157416406
87,226.0,110.45575221238938,20.65695404474843,13.918998626148174
88,219.0,111.11415525114155,21.82842252040232,12.895796355741107
89,126.0,69.3015873015873,17.097963295070457,9.49876542422538
90,146.0,91.1027397260274,20.006339517312757,9.410115955148303
91,161.0,102.36645962732919,14.80945335974141,13.88595500106286
92,191.0,104.46073298429319,18.571689297210202,13.171909450250503
93,161.0,97.472049689441,18.547954281015503,11.120153674501886
94,142.0,92.04225352112677,14.651999902819258,12.330344970043537
95,321.0,84.37383177570094,32.094120323258025,15.987349260219537
96,166.0,90.43975903614458,21.14965816676943,10.099482721498088
97,179.0,96.49720670391062,19.348843233550987,11.812062811612009
98,176.0,97.24431818181819,18.461975813492646,12.169429533783209
99,192.0,84.94270833333333,20.985586275486536,11.734925107780729
100,65.0,65.32307692307693,9.921372333425584,8.424561408575693
101,133.0,89.8796992481203,14.746781842347852,11.59038608662419
102,278.0,103.28057553956835,23.604403509856706,15.206243353509882
103,166.0,95.7289156626506,18.027908401428192,11.728389596655747
104,203.0,110.19704433497537,20.079220016849618,12.882561997852488
105,210.0,107.28571428571429,20.9190166402548,12.877310600131967
106,261.0,114.65517241379311,22.201431185830547,14.995104232441768
107,188.0,107.66489361702128,18.009445677949657,13.325650048530308
108,244.0,120.22950819672131,20.51887470763995,15.200141798589799
109,182.0,97.04395604395604,20.31377132384332,11.420004724612525
110,150.0,87.60666666666667,21.372540647827137,9.041942738106615
111,266.0,118.48872180451127,24.1179776395814,14.124724621301022
112,200.0,82.61,21.10744275926282,12.202043278256456
113,248.0,112.00806451612904,21.681711859260687,14.639472015179098
114,242.0,127.24380165289256,18.154736597686444,17.131383205101336
115,252.0,115.57142857142857,24.135650359083822,13.320051445357471
116,163.0,123.1963190184049,18.25611281425179,11.65993720595756
117,178.0,101.56179775280899,16.943922729647547,13.414942127363139
118,204.0,110.54901960784314,21.57363649903534,12.109727082894018
119,253.0,95.5098814229249,22.099283176949204,14.655964621751105
120,170.0,86.49411764705883,20.218697852658256,10.751233986357915
121,378.0,89.98941798941799,32.21168122720488,16.31963354434756
122,426.0,89.25586854460094,34.25726113601951,18.716302086644543
123,249.0,113.48192771084338,25.358094168553357,12.528422997767722
124,194.0,99.26804123711341,20.126237122074038,12.397100998080864
125,196.0,109.24489795918367,19.262396463360613,12.960198547026906
126,146.0,97.34246575342466,16.752414762449522,11.185661875939381
127,280.0,100.88214285714285,27.134311266866966,13.195761882688444
128,74.0,64.9054054054054,9.873291935704284,9.578070567181182
129,227.0,123.80176211453744,19.17306436395316,15.088996381064902
130,195.0,96.9025641025641,19.297739925253232,12.884134257511622
131,121.0,112.57851239669421,15.68783420807181,10.082355675743779
132,213.0,80.71361502347418,22.23351382254782,12.22234931003264
133,216.0,117.02314814814815,20.279426628177287,13.703440926209295
134,78.0,70.85897435897436,12.109347954443397,8.268909781558158
135,199.0,113.14572864321607,18.97160846321105,13.46149627905077
136,198.0,88.08080808080808,21.255991483160845,12.034165042987127
137,209.0,95.35885167464114,23.49960225440894,11.366455774715229
138,228.0,113.59210526315789,25.933970461187766,11.64848065774175
139,161.0,84.54037267080746,18.716251805429426,10.978702189552893
140,158.0,93.4873417721519,16.57723527848886,12.221056394928416
141,251.0,115.29482071713147,23.93245947628964,13.553495826987646
142,139.0,92.59712230215827,15.582848883963159,11.406339737166087
143,275.0,98.24363636363637,25.993409224816023,13.541290360960595
144,280.0,109.55357142857143,24.5087883697194,14.612124780725456
145,112.0,120.29464285714286,15.618013257054209,9.180161544554196
146,207.0,87.99033816425121,18.91170007798778,14.10731939728627
147,181.0,94.21546961325967,18.79979464435523,12.293160487484663
148,332.0,99.12048192771084,29.11471321607897,15.011314766579789
149,200.0,81.095,17.771248905748806,14.441561976805758
150,155.0,101.56129032258065,19.382798875602234,10.258693962519352
151,152.0,90.38157894736842,16.652860793201846,11.644436105805438
152,133.0,91.90225563909775,15.173225332096502,11.185217542118943
153,117.0,111.12820512820512,14.759966533150129,10.114462303503409
154,139.0,88.79856115107914,16.593092839266767,10.739672263777827
155,209.0,103.54545454545455,22.317907533160316,11.94012839069965
156,300.0,92.27666666666667,27.2838938785989,14.244642709891489
157,250.0,114.968,23.429682530984245,13.61745675584438
158,248.0,101.08870967741936,27.720846739802383,11.821679516917552
159,172.0,80.70348837209302,19.339689341428844,11.543610575187584
160,178.0,86.61235955056179,20.964116731404353,10.86459637602233
161,159.0,91.937106918239,20.983693195831084,9.667325189966553
162,299.0,98.29765886287625,27.699774177996296,14.196275004504459
163,200.0,126.825,21.226572967047932,12.059543941401351
164,151.0,75.66887417218543,17.48505398564412,11.016038439435485
165,219.0,102.28767123287672,19.43642056607758,14.466716124323531
166,238.0,88.6344537815126,23.627652339573853,12.841567459646859
167,267.0,119.64419475655431,23.258420045167288,14.832377563785712
168,245.0,111.71428571428571,22.42400282394546,14.137452772843213
169,110.0,73.97272727272727,16.353825055743854,8.584264448907028
170,233.0,74.8068669527897,28.024813824859933,11.630695387641408
171,153.0,83.2156862745098,17.64277379865369,11.153819989586218
172,94.0,81.98936170212765,11.872581395266085,10.268274692222025
173,203.0,106.38916256157636,19.700335441191307,13.14992918296577
174,207.0,89.8695652173913,21.521649205187632,12.535796121252334
175,186.0,104.3225806451613,20.494340039123834,11.571813737001834
176,86.0,70.06976744186046,12.294009950061358,8.925422138079789
177,261.0,108.20306513409962,21.34310611502469,15.593794865087592
178,87.0,74.13793103448276,13.014566233455978,8.558541087026121
179,805.0,130.38260869565218,53.16255348470946,23.571887172985967
180,180.0,100.45,18.70418339223191,12.342996921836772
181,212.0,98.24528301886792,19.51105818034049,14.515026669414226
182,58.0,65.37931034482759,9.585450723129838,7.770503701544066
183,186.0,86.20967741935483,21.35532979029822,11.198658077329661
184,135.0,94.34814814814816,18.740472427956792,9.235950760774708
185,188.0,100.40425531914893,18.698675960367602,12.796049175599597
186,294.0,84.49319727891157,33.08784681870029,11.769646528192443
187,146.0,87.91780821917808,14.383152259668462,13.011728457208088
188,105.0,78.78095238095239,14.074447386353333,9.611298088717138
189,120.0,92.14166666666667,14.629482375141743,10.648443855631118
190,236.0,107.25,21.589251857150884,13.98447383605946
191,126.0,84.64285714285714,14.97221288843054,10.772487969648326
192,186.0,86.6989247311828,21.2334022013302,11.166068005670946
193,111.0,71.17117117117117,17.338626718739373,8.240494306794858
194,77.0,63.55844155844156,13.61457956328337,7.211940669220683
195,278.0,113.06115107913669,24.462446023294394,14.499949474904675
196,199.0,93.16582914572864,19.535792940813664,13.047863282768748
197,152.0,81.79605263157895,20.75641239509276,9.363371696477236
198,115.0,90.82608695652173,13.937683460991964,10.572584502770507
199,197.0,89.36548223350253,19.888662510298673,12.721604963657091
200,164.0,103.4451219512195,21.19771373258517,9.859823703755222
201,269.0,100.65799256505576,26.11225327083366,13.150479056783464
202,325.0,76.08923076923077,27.209572246712163,16.26449203719177
203,224.0,118.12946428571429,20.191096896184884,14.143852382236807
204,218.0,97.12844036697248,24.127033883463994,11.571838502243734
205,237.0,109.49367088607595,21.55337457944508,14.112625291269822
206,129.0,87.32558139534883,17.157010100519788,9.5702042920496
207,162.0,93.08024691358025,16.868804581102314,12.289479228497669
208,122.0,107.0,17.65299332781991,8.906024440840941
209,164.0,92.71341463414635,18.84979194147277,11.196877030871132
210,303.0,96.0990099009901,28.647480929030355,13.528947093486023
211,192.0,67.02083333333333,18.182404999505888,13.531854489830407
212,170.0,98.34117647058824,17.615276062620747,12.277851923426072
213,74.0,93.27027027027027,22.30728434416165,4.642449845955465
